ID,Language_Name,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Source,Meta_Language_ID,LGR_Conformance,Comment,Gloss_LaTeX
85,Bilua,bilu1245,engea Solomoniama maba posongela,enge=a Solomoni=a=ma maba poso=ngela,1PL.EXCL=LIG Solomon=LIG=3SG.F person PL.M=1PL.EXCL,"we, Solomon people","obata2003[85, (7.35)]",stan1293,MORPHEME_ALIGNED,,1\Pl{}.\Excl{}=\Lig{} Solomon=\Lig=3\Sg{}.\F{} person \Pl{}.\M{}=1\Pl{}.\Excl{}
86,Bilua,bilu1245,… laizamumela inio me.,… lai=za=mu=mela inio me.,{} where=LIG=3PL=2PL FOC.NF 2PL,… you are people from where?,"obata2003[88, (7.49)]",stan1293,MORPHEME_ALIGNED,,{} where=\Lig=3\Pl{}=2\Pl{}{} \Foc{}.\Nf{} 2\Pl{}
87,Lavukaleve,lavu1241,aka malav e roaru kiulam.,aka malav e roa-ru kiu-la-m.,then people 1PL.EXCL one.SGM-none die-NEG-SGM,"And we, the people [lit: the people we] didnt die. [i.e. None of us people died.]","terrill2003[171, (197)]",stan1293,MORPHEME_ALIGNED,,then people 1\Pl{}.\Excl{} one.\Sg{}\M{}-none die-\Neg{}-\Sg{}\M{}
88,Moskona,mosk1236,"miosnok mienahmiy, mienot jig miyes mier tofi.","mi-osnok mi-en-ah-miy, mi-en-ot jig miyes mi-er tofi.",1PL-person 1PL-DUR-bathe 1PL-DUR-stand LOC clothes 1PL-wear hat,"we people bathe, wear clothes, wear hats… (stand in clothes = wear clothes)","gravelle2010[344, (2)]",stan1293,MORPHEME_ALIGNED,,1\Pl{}-person 1\Pl-\Dur{}-bathe 1\Pl-\Dur{}-stand \Loc{} clothes 1\Pl{}-wear hat
89,Moskona,mosk1236,Eri iejen(a) iodog jig…,Eri i-ejen(a) i-odog jig…,they.PL 3PL-woman 3PL-pregnant LOC,(If/when) they the women are pregnant…,"gravelle2010[91, (38)]",stan1293,MORPHEME_ALIGNED,,they.\Pl{} 3\Pl-woman 3\Pl-pregnant \Loc{}
90,Moskona,mosk1236,eri Mosmir,eri Mosmir,they Maybrat,Maybrat people/tribe,"gravelle2010[224, (43b)]",stan1293,MORPHEME_ALIGNED,,they Maybrat
91,Sougb,mani1235,Emen Sougb/ emen meijouhw dangga.,Emen Sougb/ emen meijouhw dangga.,we.EXCL Sougb we.EXCL custom like.that,"We Sougb, thats our custom.","reesink2002sougb[274, (40)]",stan1293,WORD_ALIGNED,,we.\Excl{} Sougb we.\Excl{} custom like.that
92,Hatam,hata1243,Nyeni sop Tinam hwop yok nya ci gimbres,Nye-ni sop Tinam hwop yok nya ci gi-mbres,we-this woman Tinam girl put PL chase-away NMLZ-wide,We Tinam women are not easy to take.,"reesink1999[195, (72)]",stan1293,MORPHEME_ALIGNED,,we-this woman Tinam girl put \Pl{} chase-away \Nmlz{}-wide
93,Maybrat,maib1239,fnia anu pno po reto fawen fe,fnia anu p-no po re-t-o fawen fe,woman 2PL/1PL.INCL 1PL-do thing location.SPEC-PROX-UNMARK long.time NEG,"We women (inc), we havent done this thing for a long time.","dol2007[158, (99)]",stan1293,MORPHEME_ALIGNED,,woman 2\Pl/1\Pl.\Incl{} 1\Pl-do thing location.\Spec-\Prox-\Unmark{} long.time \Neg{}
94,Urim,urim1252,men melnum watipmen,men melnum watipmen,1PL.EXCL person many,we(excl.) many people,hemmilaeluoma1987[123],stan1293,MORPHEME_ALIGNED,,1\Pl.\Excl{} person many
95,Urim,urim1252,tu melnum,tu melnum,3PL person,the people,hemmilaeluoma1987[125],stan1293,MORPHEME_ALIGNED,,3\Pl{} person
96,Urim,urim1252,kupm Melming la naketn por ti,kupm Melming la nak-etn por ti,1SG Melming say tell.REAL-2SG.OBJ story this,I Melming told you this story.,hemmilaeluoma1987[125],stan1293,MORPHEME_ALIGNED,,1\Sg{} Melming say tell.\Real{}-2\Sg.\Obj{} story this
97,Savosavo,savo1255,No mapagha avena kula ata nova nitola.,[[No mapa=gha] [ave]]=na kula ata no-va nito=la.,2SG.[GEN] person=PL 1PL.EXCL=NOM seawards here 2SG-GEN.M eye=LOC.M,"[Addressing the volcano:] We, your people, (are) here seawards at your eye.","wegener2012[155, (285)]",stan1293,MORPHEME_ALIGNED,,2\Sg.[\Gen] person=\Pl{} 1\Pl.\Excl=\Nom{} seawards here 2\Sg-\Gen.\M{} eye=\Loc.\M{}
98,Manambu,mana1298,wun ñəna ñaməs,wun ñən-a ñaməs,I you.F-LNK+F.SG younger.sibling,"me, your younger sister",aikhenvald2008[197],stan1293,MORPHEME_ALIGNED,,I you.\F-\Lnk+\F.\Sg{} younger.sibling
99,Awtuw,awtu1239,rom Meleyyænim,rom Meley-yænim,3PL Meley-GENERIC,the people from Meley,"feldman1986[122, (15a)]",stan1293,MORPHEME_ALIGNED,,3\Pl{} Meley-\Generic{}
100,Awtuw,awtu1239,rey/ tey tale,rey/ tey tale,3M.SG/ 3F.SG woman,the woman,"feldman1986[123, (21a)]",stan1293,MORPHEME_ALIGNED,,3\M.\Sg{}/ 3\F.\Sg{} woman
101,Alamblak,alam1246,yimam,yima-m,person-3PL,people,bruce1984[96],stan1293,MORPHEME_ALIGNED,,person-3\Pl{}
102,Alamblak,alam1246,yimakë,yima-kë,person-2PL,you people,bruce1984[96],stan1293,MORPHEME_ALIGNED,,person-2\Pl{}
103,Alamblak,alam1246,yimanëm,yima-nëm,person-1PL,we people,bruce1984[96],stan1293,MORPHEME_ALIGNED,,person-1\Pl{}
104,Fore,fore1270,aogi yagara:'na: kanaue,aogi yagara:'-na: kana-u-e,good man-1SG come-1SG-IND,"I, the good man, come.",scott1978[80],stan1293,MORPHEME_ALIGNED,,good man-1\Sg{} come-1\Sg-\Ind{}
105,Yagaria,yaga1260,dagaea ve agaea ∅begidue,dagaea ve agaea ∅-begi-d-u-e,I man he him-hit-PST-1SG-IND,I hit the man.,renck1975[18f.],stan1293,MORPHEME_ALIGNED,,I man he him-hit-\Pst{}-1\Sg{}-\Ind{}
106,Yagaria,yaga1260,Ovuda malo' beidue,Ovu-da ma-lo' bei-d-u-e,Ovi-I this-LOC live-PST-1.SG-IND,"I, Ovu, am here.",renck1975[19],stan1293,MORPHEME_ALIGNED,,Ovi-I this-\Loc{} live-\Pst{}-1.\Sg{}-\Ind{}
107,Yagaria,yaga1260,atata eda'e,a-tata e-d-a'-e,woman-they.DU come-PST-3.DU-IND,The two women came.,renck1975[19],stan1293,MORPHEME_ALIGNED,,woman-they.\Du{}{} come-\Pst{}-3.\Du{}-\Ind{}
108,Amele,amel1241,Dana ben eu age hoiga.,[Dana ben eu age] ho-ig-a.,man big that 3PL come-3PL-TODPST,Those leaders (big men) came.,"roberts1987amele[210, (283)-(284)]",stan1293,MORPHEME_ALIGNED,,man big that 3\Pl{} come-3\Pl{}-\Todpst{}
109,Kobon,kobo1249,Juab Minöp kalɨp ñöb.,Juab Minöp kalɨp ñ-öb.,Juab Minöp OBJ.3DU give-PRF.3SG,He gave it to Juap and Minöp.,"davies1989[108, (264)]",stan1293,MORPHEME_ALIGNED,,Juab Minöp \Obj.3\Du{}{} give-\Prf.3\Sg{}
110,Kobon,kobo1249,Yad Kaunsol nibi bɨ abad aij gɨmɨdpin.,Yad Kaunsol nibi bɨ abad aij gɨ-mɨd-pin.,1SG councillor woman man look.after good do-HABIT-PFV.1SG,As councillor I look after the people well.,"davies1989[157, (408ad)]",stan1293,MORPHEME_ALIGNED,,1\Sg{} councillor woman man look.after good do-\Habit-\Pfv.1\Sg{}
111,Usan,usan1239,eâb igimine ne tain wo yânâmb wogub…,eâb igim-ine ne tain wo yâ-nâmb wogub…,cry.SS be-1SG.DS and father he me-hit.SS cease.SS,I was crying and my father he hit me and then…,"reesink1987[167, (99)]",stan1293,MORPHEME_ALIGNED,,cry.\Ss{} be-1\Sg.\Ds{} and father he me-hit.\Ss{} cease.\Ss{}
112,Usan,usan1239,… in bo an wau moi qomon gâs ende igoun,… in bo an wau moi qomon gâs ende ig-oun,{} we again you child unmarried custom like thus be-1PL.PRS,… we in turn live like the customs of you young men.,"reesink1987[190f., (41)]",stan1293,MORPHEME_ALIGNED,,{} we again you child unmarried custom like thus be-1\Pl.\Prs{}
113,Adang,adan1251,Sa Bain ʔari bεh.,Sa [Bain ʔari] bεh.,3SG.SBJ Bain 3.OBJ hit,S/he hit Bain.,"robinsonhaan2014[261, (165)]",stan1293,WORD_ALIGNED,,3\Sg.\Sbj{} Bain 3.\Obj{} hit
114,Kaera,kaer1234,Ilwang gang useruser bir bleling gom mi esero.,Ilwang gang user·user bir bleling g-om mi eser-o.,Ilwang 3SG REDUP·quickly run open 3SG-inside LOC exit-FIN,Ilwang quickly ran outside. (lit. … ran out to (the) opens inside),"klamer2014[129, (98)]",stan1293,MORPHEME_ALIGNED,,Ilwang 3\Sg{} \Redup\texttildelow{}quickly run open 3\Sg{}-inside \Loc{} exit-\Fin{}
115,Kamang,kama1365,almakangak gera,almakang=ak gera,people=DEF 3.CONTR,the (specific group of) people,"schapper2014[313f., (58a)]",stan1293,MORPHEME_ALIGNED,,people=\Def{} 3.\Contr{}
116,Sawila,sawi1256,aning du girra parra laata,[aning du girra] [parra] laata,NFIN.person PL 3.AARG field burn,People are burning fields.,"kratochvil2014[392, (102f)]",stan1293,WORD_ALIGNED,,\Nfin.person \Pl{} 3.\Aarg{} field burn
117,Wersing,wers1238,aning gnuk unan lewena,aning gnuk unan le-wena,person 3.DU louse APPL-search,Those two people searched for lice.,"schapperhendery2014[472, (75)]",stan1293,MORPHEME_ALIGNED,,person 3.\Du{} louse \Appl-search
118,Western Pantar,lamm1241,Tabang alaku Duinni Maggangkala ging araung yattu gaung misingup.,[[Tabang alaku Duinni Maggangkala] [ging]] a-raung yattu ga-ung misingup.,slave two Duinni Maggangkala 3PL.ACT INCP-climb tree 3SG-head sit,The two slaves Duinni Maggangkala climbed up and sat in the tree.,"holton2014[53, (105)]",stan1293,MORPHEME_ALIGNED,,slave two Duinni Maggangkala 3\Pl.\Act{} INCP-climb tree 3\Sg-head sit
119,East Geshiza,gesh1238,"rdʑæ lmæɲətʰətʰə mpʰri vsʰæbɔ, rdʑæ. bæ ŋæɲətʰə mpʰri misʰoŋ.","rdʑæ lmæ=ɲə=tʰə~tʰə mpʰri v-sʰæ=bɔ, rdʑæ. bæ ŋæ=ɲə=tʰə mpʰri mi-sʰoŋ.",Chinese 3=PL.ABS=TOP~REDUP snake.ABS INV-kill.NPST.3=MOD Chinese.ABS Tibetan 1=PL.ABS=TOP snake.ABS NEG-kill.NPST.1PL,"The (Han) Chinese, they kill snakes. […] We Tibetans do not kill snakes.","honkasalo2019[480, (7.48)]",stan1293,MORPHEME_ALIGNED,,Chinese 3=\Pl.\Abs{}=\Top~\Redup{} snake.\Abs{} \Inv-kill.\Npst.3=\Mod{} Chinese.\Abs{} Tibetan 1=\Pl.\Abs{}=\Top{} snake.\Abs{} \Neg{}-kill.\Npst.1\Pl{}
120,Mandarin,mand1415,congming de nimen ziji xiang banfa jiejue ba!,congming de ni-men ziji xiang banfa jiejue ba!,smart LNK you-PL yourselves think ways solve EXCLAM,you smart people think of a way to solve it yourselves.,boskovichsieh2013[(53a)],stan1293,MORPHEME_ALIGNED,,smart \Lnk{} you-\Pl{} yourselves think ways solve \Exclam{}
121,Hungarian,hung1274,Ti orvosok sokat dolgoztok.,Ti orvos-ok sok-at dolgoz-tok.,you.PL doctor-PL much-ACC work-INDF.2PL,You doctors work a lot.,"keneseietal1998[269, (492)]",stan1293,MORPHEME_ALIGNED,,you.\Pl{} doctor-\Pl{} much-\Acc{} work-\Indf.2\Pl
122,Finnish,finn1318,Me naiset menemme nyt saunaan.,Me naiset menemme nyt saunaan.,we woman.PL go.1PL now sauna.ILL,We women will go to the sauna now.,"sulkalakarjalainen1992[277, (1335)]",stan1293,WORD_ALIGNED,,we woman.\Pl{} go.1\Pl{} now sauna.\Ill
123,Ndyuka,ndyu1242,u gaanman fu den liba,u gaanman fu den liba,1/2PL chief for the.PL river,you chiefs of the rivers,"huttarhuttar1994[467, (2075)]",stan1293,WORD_ALIGNED,,1/2\Pl{} chief for the.\Pl{} river
124,Nigerian Pidgin,nige1257,Unà onyìbo pipul no dè chu kola àtô̱l.,Unà onyìbo pipul no dè chu kola àtô̱l.,you.PL white people NEG IPFV chew kola NEG.EMPH,You white people dont chew kola nut at all.,"faraclas1996[181, (802)]",stan1293,WORD_ALIGNED,,you.\Pl{} white people \Neg{} \Ipfv{} chew kola \Neg.\Emph{}
125,Kristang,mala1533,"kora jenti muré, tudu nus kristáng bai","kora jenti muré, tudu nus kristáng bai",when person die all 1PL Kristang go,"When people die, all we Kristangs go (to the wake).","baxter1988[86, (11)]",stan1293,WORD_ALIGNED,,when person die all 1\Pl{} Kristang go
126,Mi'kmaq,mikm1235,ninen elnuiyek,ninen elnui-yek,we.EXCL people-1PL.EXCL,we First Nation people,pacifiqueetal1990[188],stan1293,MORPHEME_ALIGNED,,we.\Excl{} people-1\Pl.\Excl
127,Katu,nucl1297,manuih yi,manuih yi,people we,,"costello1969[28, (35)]",stan1293,WORD_ALIGNED,,people we
128,Katu,nucl1297,yi manuih,yi manuih,we people,we people,"costello1969[28, (36)]",stan1293,WORD_ALIGNED,,we people
129,Katu,nucl1297,yi adi anó yi,yi adi anó yi,we older.brother younger.brother we,we older and younger brothers,"costello1969[28, (37)]",stan1293,WORD_ALIGNED,,we older.brother younger.brother we
130,Wari',wari1268,Wirico Mon' co pa' na mijac,Wirico Mon' co pa' na mijac,EMPH:3SG.M M:name INFL:M/F.REAL.PST/PRS kill 3SG:REAL.PST/PRS pig,It was Mon who killed a pig.,"everettkern1997[303, (570a)]",stan1293,WORD_ALIGNED,,\Emph:3\Sg.\M{} \M:name \Infl:\M/\F.\Real.\Pst/\Prs{} kill 3\Sg:\Real.\Pst/\Prs{} pig
131,Lezgian,lezg1247,"Čaz čubanr.iz, wun har näniqʰ k'wal.iz qʰifizwazjdi qʰsam čizwa","Ča-z čuban-r.i-z, wun har näni-qʰ k'wal.i-z qʰifi-zwazj-di qʰsam či-zwa",we-DAT shepherd-DAT you:ABS every night-POSTESS house-DAT return-IPFV-PTCP-NMLZ good know-IPFV,We shepherds know well that you go home every night.,"haspelmath1993[259, (682a)]",stan1293,MORPHEME_ALIGNED,,we-\Dat{} shepherd-\Dat{} you:\Abs{} every night-\Postess{} house-\Dat{} return-\Ipfv-\Ptcp-\Nmlz good know-\Ipfv
132,Abkhaz,abkh1244,"ħa(rà) (šᵒa(rà), darà) abàħčaajayᵒcᵒa","ħa(rà) (šᵒa(rà), darà) a-bàħč-aa-ja-yᵒ-cᵒa",we you they ART-garden-PREV-tend-AARG-PL,"we (you, they) gardeners",hewitt1989[159],stan1293,WORD_ALIGNED,,we you they \Art-garden-\Prev-tend-\Aarg{}-\Pl
133,Basque,basq1248,Galdu didazue aitasemeok afaritako gogo guztia.,Galdu didazue aita-seme-ok afari-ta-ko gogo guzti-a.,spoil 3SG.ABS.AUX.1SG.DAT.2PL.ERG father-son-PROXART.PL.ERG dinner-LOC-LNK appetite all-DET.ABS,"You, father and son, have spoiled my whole appetite for dinner.","derijk2008[502, (90a)]",stan1293,MORPHEME_ALIGNED,,spoil 3\Sg{}.\Abs{}.\Aux{}.1\Sg{}.\Dat{}.\textbf{2\Pl{}.\Erg} father-son-\Proxart.\Pl{}.\Erg{} dinner-\Loc{}-\Lnk{} appetite all-\Det{}.\Abs{}
134,Basque,basq1248,Zor berria dugu euskaldunok Orixerekin.,Zor berri-a dugu euskaldun-ok Orixe-rekin.,debt new-DET.ABS 3SG.ABS.AUX.1PL.ERG Basque-PROXART.PL Orixe-COM,We Basques have a new debt to Orixe.,"derijk2008[502, (91a)]",stan1293,MORPHEME_ALIGNED,,debt new-\Det{}.\Abs{}{} 3\Sg{}.\Abs{}.\Aux{}.\textbf{1\Pl{}.\Erg} Basque-\Proxart.\Pl{}{} Orixe-\Com{}
135,Classical Nahuatl,clas1250,Nicuīca niPetoloh.,Nicuīca niPetoloh.,I-sing I-am-Peter,"I, Peter, sing.",andrews1975[193],stan1293,MORPHEME_ALIGNED,,I-sing I-am-Peter
136,Classical Nahuatl,clas1250,Nēchitta niPetoloh.,Nēchitta niPetoloh.,he-sees-me I-am-Peter,"He sees me, Peter.",andrews1975[193],stan1293,MORPHEME_ALIGNED,,he-sees-me I-am-Peter
137,Classical Nahuatl,clas1250,Nocal niPetoloh.,Nocal niPetoloh.,It-is-my-house/they-are-my-houses I-am-Peter,It is my house (and I am Peter)./They are my houses (and I am Peter).,andrews1975[194],stan1293,MORPHEME_ALIGNED,,It-is-my-house/they-are-my-houses I-am-Peter
138,Evenki,even1259,Bu bejumimnil emere∅.,Bu bejumimni-l eme-re-∅.,we hunter-PL come-NFUT-3PL,"We, hunters, came.","nedjalkov1997[199, (794)]",stan1293,MORPHEME_ALIGNED,,we hunter-\Pl{} come-\Nfut-3\Pl
139,Hixkaryana,hixk1239,mɨnayarɨ horɨ amna ntono. nɨmno hokono rma amna,mɨnayarɨ horɨ amna ntono. nɨmno hokono rma amna,species.of.leaf seeking we.EXCL went house one.occupied.with same-ref we.EXCL,We housebuilders went looking for leaves,"derbyshire1979[131, (290)]",stan1293,WORD_ALIGNED,,species.of.leaf seeking we.\Excl{} went house {one.occupied.with} same-ref we.\Excl{}
140,Hixkaryana,hixk1239,nux mokro raheno,nux mokro raheno,my.younger.brother that.one he.seduced.me,That younger brother of mine seduced me,"derbyshire1979[132, (293a)]",stan1293,WORD_ALIGNED,,my.younger.brother that.one he.seduced.me
141,Japanese,nucl1643,wareware nihonjin,wareware nihonjin,we Japanese,we Japanese,hinds1988[254],stan1293,WORD_ALIGNED,,we Japanese
142,Korean,kore1280,wuli ttokttokhan enehakcatul,wuli ttokttokhan enehakcatul,we smart linguists,,"choi2014phd[151, (15)]",stan1293,WORD_ALIGNED,,we smart linguists
143,Korean,kore1280,ttokttokhan wuli enehakcatul,ttokttokhan wuli enehakcatul,smart we linguists,we smart linguists,"choi2014phd[151, (15)]",stan1293,WORD_ALIGNED,,smart we linguists
144,Kalaallisut/West Greenlandic,kala1399,kalaallit uagut,kalaalli-t uagut,Greenlander-ABS.PL we,we Greenlanders,fortescue1984[110; gloss extrapolated],stan1293,MORPHEME_ALIGNED,,Greenlander-\Abs{}.\Pl{} we
145,Kalaallisut/West Greenlandic,kala1399,uagut kalaaliusugut,uagut kalaali-u-sugut,we Greenlander-be-1PL.PTCP,we Greenlanders,fortescue1984[257],stan1293,MORPHEME_ALIGNED,,we Greenlander-be-1\Pl{}.\Ptcp{}
146,Lakkia,lakk1238,tau⁵¹ hou²⁴ ʔat⁵⁵ jen¹¹ kjã:u²⁴,tau⁵¹ hou²⁴ {ʔat⁵⁵ jen¹¹ kjã:u²⁴},1PL two sister,"we, the two sisters","fan2019[137, (40)]",stan1293,WORD_ALIGNED,,1\Pl{} two sister
147,Turkish,nucl1301,biz Türkler vatanımızı severiz,biz Türk-ler vatan-ımız-ı sev-er-iz,we Turk-PL mother.country-1PL-ACC love-AOR-1PL,We Turks love our country,"kornfilt1997[297, (1075)]",stan1293,MORPHEME_ALIGNED,,we Turk-\Pl{} mother.country-1\Pl-\Acc{} love-\Aor-1\Pl{}
148,English,stan1293,you linguists,you linguist-s,2SG.PL linguist-PL,you linguists,hoehn2024[Supplementary Material S3],stan1293,MORPHEME_ALIGNED,,2\Sg.\Pl{} linguist-\Pl{}
149,Hua,huaa1250,forapi da,forapi da,Forapi 1SG,"I, Forapi",haiman1980[226],stan1293,MORPHEME_ALIGNED,,Forapi 1\Sg{}
150,Hua,huaa1250,forapiga,forapi-ga,Forapi-2SG,"You, Forapi",haiman1980[226],stan1293,MORPHEME_ALIGNED,,Forapi-2\Sg{}
151,Hua,huaa1250,nonokama da,,,I your maternal uncle,haiman1980[226],stan1293,,,
152,Hua,huaa1250,vimata,,,of us men,haiman1980[240],stan1293,,person marked genitive forms,
153,Hua,huaa1250,ademata,ademata,,of us women,haiman1980[240],stan1293,,person marked genitive forms,
154,Hua,huaa1250,vi'ita,vi'ita,,of you men,haiman1980[240],stan1293,,person marked genitive forms,
155,Hua,huaa1250,adita,adita,,of you women,haiman1980[240],stan1293,,person marked genitive forms,
156,Chitimacha,chit1248,ʔuš panš' ha hananki' namkinada',,,We people who live in this house.,swadesh1967[333],stan1293,,,
157,Korean,kore1280,wuli(tul) hankwuk salam,wuli-(tul) hankwuk salam,we-PL Korean person,we Koreans,sohn1994[292],stan1293,MORPHEME_ALIGNED,Gloss added (GFKH),we-PL Korean person
